timestamp,gpslong,gpslat,altitude,speed,soc,temp,seq_id,duration
0.341806784,-1.428228768,-0.758843401,0.08305877,1.327630654,-1.213894101,-1.447330518,15,-0.186003884
0.963636036,0.00770627,0.532997151,-0.856335922,-1.129728491,0.091088531,-1.521503829,15,1.08534225
-0.746394407,1.41024747,1.746544337,1.702704792,1.466073422,0.41733419,0.740782177,15,-0.410359084
0.769314395,1.042915251,-0.641403351,-0.273263354,-0.852842953,0.453583707,-1.373157206,23,0.337491583
-0.66866575,0.976127575,0.219823684,1.540740189,1.189187885,1.432320682,0.369915618,23,-0.933854551
-1.679138285,-1.72877331,-0.837136768,-1.180265126,-1.406614028,0.453583707,0.258655651,23,-0.896462018
-1.135037689,0.976127575,1.942277754,-1.245050967,-1.268171259,-1.141395066,-0.038037596,23,0.63663185
0.108620815,0.274856975,-1.267750286,-1.115479285,-0.991285722,1.106075024,0.703695521,45,-0.223396417
0.030892158,0.041100108,-0.563109984,0.471773815,1.223798577,1.069825506,0.666608865,45,-1.457350018
1.313414991,0.642189194,-0.837136768,-1.309836808,1.119966501,-0.923897961,1.445428638,45,1.945370517
-0.124565155,-0.393019787,0.689583885,1.799883553,0.670027502,-0.34390568,-0.520164122,45,-1.195602284
0.264078128,-1.328047253,-1.620070436,1.313989746,-0.022186341,-0.597652303,1.148735391,45,-1.008639618
1.857515586,-1.39483493,0.024090267,-0.143691673,-0.195239802,-0.307656162,0.481175586,196,-0.933854551
1.468872304,-0.793745844,-1.111163552,-1.147872206,-0.991285722,1.541069234,1.593775261,196,-0.485144151
1.818651258,0.074493947,0.611290518,-1.277443888,-0.679789492,-0.380155197,-1.076463959,196,-0.784284418
-0.435479781,-1.227865739,0.376410417,-0.435227956,1.327630654,0.453583707,-0.186384219,196,0.97316465
-0.046836498,1.143096765,-0.367376567,-0.176084593,1.050745116,1.468570199,-1.744023764,196,-0.186003884
1.663193945,0.208069299,-0.954576819,-0.823943002,1.916012421,0.997326471,-0.408904154,196,1.683622784
0.65272141,1.477035146,1.081050719,0.08305877,0.116256428,-0.960147478,-0.186384219,196,0.898379583
-0.241158139,-0.059081406,-0.289083201,-0.69437132,0.496974041,-0.307656162,1.259995359,196,-0.672106817
-0.824123063,0.875946061,1.041904035,-0.72676424,-0.714400185,1.649817787,-1.521503829,244,1.160127317
-0.357751124,1.510428984,0.767877251,-0.014119991,0.981523732,-0.670151338,1.33416867,244,1.833192917
0.574992754,-1.628591796,1.707397653,-0.921121763,-1.164339183,1.396071164,-0.00095094,244,0.599239317
0.65272141,0.976127575,-0.641403351,-1.083086365,-0.229850494,0.816078883,-1.002290647,244,-1.270387351
1.352279319,0.341644651,0.298117051,0.860488861,-1.060507106,-0.887648443,0.555348898,244,0.113136383
-0.90185172,0.642189194,-0.367376567,1.313989746,-0.437514647,0.163587567,0.8891288,244,-0.672106817
-0.474344109,0.508613842,0.728730568,0.180237532,-1.233560567,-0.742650373,0.592435553,244,-0.672106817
1.041364693,0.107887785,1.66825097,-0.402835036,-0.333682571,0.127338049,0.295742307,244,-1.307779884
1.041364693,-1.094290387,-1.463483703,-0.402835036,1.085355808,0.41733419,-1.669850453,244,0.262706516
-0.862987391,-1.695379472,1.629104286,-0.856335922,-1.198949875,-1.395141689,0.295742307,244,-0.148611351
-1.873459926,-0.226050596,1.159344086,0.633738418,-0.472125339,-1.250143619,-1.484417173,244,-0.859069484
-1.640273957,-1.39483493,0.102383634,0.990060542,0.116256428,-1.503890242,-0.44599081,244,0.038351316
-0.746394407,0.107887785,-1.267750286,-1.342229728,-1.095117799,-1.068896031,-0.038037596,244,-1.606920151
0.302942456,0.074493947,-1.306896969,1.281596826,1.569905499,0.381084672,-0.594337433,244,-0.260788951
-0.90185172,0.54200768,-1.228603602,-0.111298752,-0.022186341,-0.198907609,0.8891288,244,1.160127317
-1.135037689,1.109702927,-0.093349784,1.57313311,-0.887453645,0.671080813,0.258655651,244,0.000958783
0.380671113,-0.459807463,0.337263734,0.957667622,-0.852842953,-1.612638795,1.705035229,244,-0.03643375
-0.862987391,-1.461622606,-0.210789834,-0.014119991,0.289309888,-1.431391207,1.000388768,244,1.608837717
-0.940716048,1.24327828,-0.837136768,1.767490632,1.293019961,1.831065375,-1.224810583,244,1.870585451
